ssignment,Organization Name,Organization Address
000701,RACAL-DATACOM,LAN INTERNETWORKING DIVISION BOXBOROUGH MA US 01719 
00C09C,HIOKI E.E. CORPORATION,"81 Koizumi, Ueda, Nagano Tokyo  JP 386-1192 "
00C004,JAPAN BUSINESS COMPUTER CO.LTD,"1368 FUTOO-CHO, KOHOKU-KU  222 JP  "
00C062,IMPULSE TECHNOLOGY,210 DAHLONEGA ST.#204 CUMMING GA US 30130 
000267,"NODE RUNNER, INC.",2202 N. FORBES BLVD. TUCSON AZ US 85745 
002064,"PROTEC MICROSYSTEMS, INC.","297 LABROSSE POINTE-CLAIRE, QUEBEC H9R 1A3  CA  "
002032,ALCATEL TAISEL,"4, MING SHENG STREET TU-CHENG  TAIWAN TW ROC "
00207F,"KYOEI SANGYO CO., LTD.",DIR. & GEN'L MGR.IND. SYSTEMS   JP TOKYO 
002077,KARDIOS SYSTEMS CORP.,26 N SUMMIT AVE. GAITHERSBURG MD US 20877 
002068,ISDYNE,11 ROXBURY AVENUE NATICK MA US 01760 
00202A,N.V. DZINE,KONING LEOPOLD III LAAN 2   BE  
008006,COMPUADD CORPORATION,ENGINEERING AUSTIN TX US 78727 
0080EF,RATIONAL,3320 SCOTT BOULEVARD SANTA CLARA CA US 95054 
0080C4,"DOCUMENT TECHNOLOGIES, INC.",1300 CHARLESTON ROAD MOUNTAIN VIEW CA US 94043 
008095,BASIC MERTON HANDELSGES.M.B.H.,DURCHLASS-STRASSE 42   AT  
008053,"INTELLICOM, INC.",20415 NORDHOFF STREET CHATSWORTH CA US 91311 
008026,NETWORK PRODUCTS CORPORATION,1440 WEST COLORADO BLVD. PASADENA CA US 91105 
0080FE,"AZURE TECHNOLOGIES, INC.",63 SOUTH STREET HOPKINTON MA US 01748-2212 
008028,TRADPOST (HK) LTD,"5/F, STAR CENTRE  HONG HK KONG "
0080B6,THEMIS COMPUTER,6681 OWENS DRIVE PLEASONTON CA US 94588 
0080C0,PENRIL DATACOMM,1300 QUINCE ORCHARD BLVD. GAITHERSBURG MD US 20878 
0080F5,Quantel Ltd,Turnpike Road Newbury Berkshire GB RG14 2NX 
00401D,"INVISIBLE SOFTWARE, INC.",1142 CHESS DRIVE FOSTER CITY CA US 94404 
0040BD,"STARLIGHT NETWORKS, INC.",444 CASTRO STREET STE MOUNTAIN VIEW CA US 94041 
00406D,"LANCO, INC.",800 WEST AIRPORT FREEWAY IRVING TX US 75062 
00404D,TELECOMMUNICATIONS TECHNIQUES,M/S GERMANTOWN MD US 20876 
0040A5,CLINICOMP INTL.,4510 EXECCUTIVE DRIVE-STE.#200 SAN DIEGO CA US 92121 
004059,YOSHIDA KOGYO K. K.,TECHNICAL RESEARCH DEPT.  939 JP  
004021,RASTER GRAPHICS,285 N. WOLFE ROAD SUNNYVALE CA US 94086 
004081,MANNESMANN SCANGRAPHIC GMBH,RISSENER STRASSE 112-114   DE  
00806C,CEGELEC PROJECTS LTD,"DEPT. MDD,   GB ENGLAND "
00404A,WEST AUSTRALIAN DEPARTMENT,OF EMPLOYMENT (DEVET)  WESTERN AU  
00400A,"PIVOTAL TECHNOLOGIES, INC.",100 W. RINCON AVENUE-STE #211 CAMPBELL CA US 95008 
004032,DIGITAL COMMUNICATIONS,"ASSOCIATES, INC. SAN JOSE CA US 95131 "
004042,N.A.T. GMBH,GOETHESTR. 2   DE  
0040C2,APPLIED COMPUTING DEVICES,ALEPH PARK TERRE HAUTE IN US 47802 
00403C,"FORKS, INC.","1-27-4 IRIYA,  110 JP  "
0040C4,KINKEI SYSTEM CORPORATION,"1-22-17, KAMIKITA, HIRANOKU   JP  "
0040D1,"FUKUDA DENSHI CO., LTD.",R & D DEPARTMENT NO. 1   JP  
004024,COMPAC INC.,16-7 NIHONBASI HAMACHO 3-CHO   JP  
0040B6,COMPUTERM  CORPORATION,111 WOOD STREET PITTSBURGH PA US 15222 
00403F,SSANGYONG COMPUTER SYSTEMS,CORPORATION  KOREA KR 100-705 
004003,"Emerson Process Management Power & Water Solutions, Inc.",200 Beta Drive PITTSBURGH PA US 15238 
004090,ANSEL COMMUNICATIONS,1701 JUNCTION COURT SAN JOSE CA US 95112 
00409A,"NETWORK EXPRESS, INC.",2200 GREEN ROAD - STE ANN ARBOR MI US 48170 
0040DE,Elsag Datamat spa,ELSAG S.P.A. GENOVA  IT 16154 
004063,"VIA TECHNOLOGIES, INC.",5020 BRANDIN COURT FREMONT CA US 94538 
00406C,COPERNIQUE,"6, MAIL DE L'EUROPE BP 25   FR  "
0040DF,"DIGALOG SYSTEMS, INC.",3180 SOUTH 166TH STREET NEW BERLIN WI US 53151 
004015,ASCOM INFRASYS AG,DPT. EASO 3726   CH  
008056,SPHINX Electronics GmbH & Co KG,Tullastr. 3   DE  
008060,NETWORK INTERFACE CORPORATION,15019 WEST 95 STREET LENEXA KS US 66215 
00805E,LSI LOGIC CORPORATION,1551 MCCARTHY BOULEVARD MILPITAS CA US 95035 
008093,XYRON CORPORATION,7864 LILY COURT CUPERTINO CA US 95014 
00C05D,L&N TECHNOLOGIES,2899 AGOURA ROAD #196 WESTLAKE VILLAGE CA US 91361-3200 
00C0E4,SIEMENS BUILDING,"TECHNOLOGIES, INC. BUFFALO GROVE IL US 60089 "
00C01B,"SOCKET COMMUNICATIONS, INC.",2823 WHIPPLE RD. UNION CITY CA US 94587 
00C06E,"HAFT TECHNOLOGY, INC.",DAINI-DOHO BLDG.  305 JP  
00406F,SYNC RESEARCH INC.,7 STUDEBAKER IRVINE CA US 92718 
00401F,COLORGRAPH LTD,"UNIT 2, MARS HOUSE RG7 4QW - UNITED GB KINGDOM "
0040CF,"STRAWBERRY TREE, INC.",160 SOUTH WOLFE ROAD SUNNYVALE CA US 94086 
0040F7,Polaroid Corporation,300 Baker Avenue Concord MA US 01742 
004037,"SEA-ILAN, INC.",14602 NORTH US HIGHWAY #31 CARMEL IN US 46032 
0040CC,SILCOM MANUF'G TECHNOLOGY INC.,5620 TIMBERLEA BOULEVARD CANADA L4W CA 4M6 
004052,"STAR TECHNOLOGIES, INC.",515 SHAW ROAD STERLING VA US 22075 
00407A,SOCIETE D'EXPLOITATION DU CNIT,2 GLACE DE LA DEFENSE 92053   FR  
004089,MEIDENSHA CORPORATION,"FACTORY NO.4, 515 KAMINAKAMIZO   JP  "
00405A,GOLDSTAR INFORMATION & COMM.,"533, HOGAE-DONG, ANYANG-SHI   KR KOREA "
00404C,HYPERTEC PTY LTD.,P.O. BOX 1782   AU  
00C0EE,KYOCERA CORPORATION,2-14-9 TAMAGAWADAI  158 JP  
00C0CB,CONTROL TECHNOLOGY CORPORATION,25 SOUTH STREET HOPKINTON MA US 01748 
00C09A,PHOTONICS CORPORATION,2940 NORTH FIRST STREET SAN JOSE CA US 95123-2021 
00C01A,COROMETRICS MEDICAL SYSTEMS,61 BARNES PARK ROAD NORTH WALLINGFORD CT US 06492-0333 
00404B,MAPLE COMPUTER SYSTEMS,P.O. BOX 10050 CANADA ALA CA 4L5 
004055,METRONIX GMBH,NEUE KNOCHENHAUERSTRAßE 5  WEST DE  
004045,TWINHEAD CORPORATION,1537 CENTRE POINTE DRIVE MILPITAS CA US 95035 
00409D,"DIGIBOARD, INC.",6400 FLYING CLOUD DRIVE EDEN PRAIRIE MN US 55344 
00401A,"FUJI ELECTRIC CO., LTD.",NEW YURAKUCHO BLDG   JP  
0040B9,MACQ ELECTRONIQUE SA,RUE DE L'AERONEF 2   BE  
0040C7,RUBY TECH CORPORATION,"6F-1, NO.3, LANE 250, TAIPEI TAIWAN, TW R.O.C. "
004004,ICM CO. LTD.,4-2-9 NIHONBASHI NANIWA-KU   JP  
004070,"INTERWARE CO., LTD.","7F KUDAN NEW CENTRAL BLDG., TOKYO 102 TOKYO 102 JP  "
008057,"ADSOFT, LTD.",Im Baumgarten 6  MOHLIN CH CH-4313  
00807A,AITECH SYSTEMS LTD.,3080 OLCOTT STREET SANTA CLARA CA US 95054 
0080AA,MAXPEED,1120 CHESS DRIVE FOSTER CITY CA US 94404 
00C0E7,FIBERDATA AB,P.O. BOX 20095   SE  
00800A,JAPAN COMPUTER CORP.,L. K. BLDG. HIGASHI KANDA   JP  
00806E,NIPPON STEEL CORPORATION,31-1 SHINKAWA 2-CHOUME   JP  
008010,COMMODORE INTERNATIONAL,1200 WILSON DRIVE WEST CHESTER PA US 19380 
0080DA,Bruel & Kjaer Sound & Vibration Measurement A/S,Skodsborgvej 307    DK  
0080BC,"HITACHI ENGINEERING CO., LTD","4-8-26, OMIKACHO   JP  "
008000,"MULTITECH SYSTEMS, INC.",2205 WOODALE DRIVE MOUNDS VIEW MN US 55112 
0080A1,"MICROTEST, INC.",4747 N. 22ND STREET PHOENIX AZ US 85016-4708 
0080D0,"COMPUTER PERIPHERALS, INC.",667 RANCHO CONEJO BLVD. NEWBURY PARK CA US 91320 
00807D,EQUINOX SYSTEMS INC.,14260 SW 119TH AVENUE MIAMI FL US 33186 
008063,Hirschmann Automation and Control GmbH,Stuttgarter Straße 45-51 Neckartenzlingen  DE D-72654 
00608C,3COM CORPORATION,5400 BAYFRONT PLAZA SANTA CLARA CA US 95052 
00804E,APEX COMPUTER COMPANY,"4500 150TH AVENUE, NE REDMOND WA US 98052 "
00800E,ATLANTIX CORPORATION,5401 NW BROKENSOUND BLVD. BOCA RATON FL US 33431 
00806F,ONELAN LTD.,P.O. BOX 107  UNITED GB KINGDOM 
008098,TDK CORPORATION,"CORP. R&D DEPT. TECH. HDQTERS. CHIBA-KEN 272, JP  "
00809C,"LUXCOM, INC.",3249 LAURELVIEW COURT FREMONT CA US 94538 
008065,CYBERGRAPHIC SYSTEMS PTY LTD.,290 BURWOOD ROAD   AU  
008016,WANDEL AND GOLTERMANN,1030 SWABIA COURT  NC US 27709 
0080E6,"PEER NETWORKS, INC.",3350 SCOTT BLVD. BLDG. 14 SANTA CLARA CA US 95054 
0080A2,CREATIVE ELECTRONIC SYSTEMS,Avenue Eugène-Lance 38bis   CH  
0080E0,"XTP SYSTEMS, INC.","1900 STATE STREET , STE SANTA BARBARA CA US 93101 "
008050,ZIATECH CORPORATION,3433 ROBERTO COURT SAN LUIS OBISPO CA US 93401 
0000E0,QUADRAM CORP.,ONE QUAD WAY NORCROSS GA US 30093 
000057,SCITEX CORPORATION LTD.,P.O. BOX 330   IL  
0000D6,PUNCH LINE HOLDING,P.O. BOX 391708  SOUTH ZA AFRICA 
0000C8,ALTOS COMPUTER SYSTEMS,2641 ORCHARD PARKWAY SAN JOSE CA US 95134 
000098,CROSSCOMM CORPORATION,450 DONALD LYNCH BOULEVARD MARLBOROUGH MA US 01752 
00007D,Oracle Corporation,17 Network Circle Menlo Park CA US 95025 
0000A2,Bay Networks,PO Box 58185 Santa Clara CA US 95052-8185 
000038,CSS LABS,2134 SOUTH RIPCHEY SANTA ANA CA US 92705 
000061,GATEWAY COMMUNICATIONS,2941 ALTON AVENUE IRVINE CA US 92714 
000043,MICRO TECHNOLOGY,4905 EAST LAPALMA ANAHEIM CA US 92807 
0000E7,Star Gate Technologies,29300 Aurora Road Solon OH US 44139 
0000F3,GANDALF DATA LIMITED,130 COLONNADE ROAD SOUTH   CA  
00002C,AUTOTOTE LIMITED,100 BELLEVUE ROAD NEWARK DELAWARE US 19714 
00002A,TRW - SEDD/INP,1800 GLENN CURTISS STREET CARSON CA US 90746 
0000F1,MAGNA COMPUTER CORPORATION,22 KEEWAYDIN DRIVE SALEM NH US 03079 
000083,TADPOLE TECHNOLOGY PLC,137 DITTON WALK   GB ENGLAND 
000020,DATAINDUSTRIER DIAB AB,BOX 2029   SE  
00007A,DANA COMPUTER INC.,550 DEL REY AVENUE SUNNYVALE CA US 94086 
00007C,AMPERE INCORPORATED,SHINJUKU ASAHI BLDG.  TOKYO JP  
00008A,DATAHOUSE INFORMATION SYSTEMS,DIRECTOR OF OPERATIONS GU34 3QW GB ENGLAND 
000068,ROSEMOUNT CONTROLS,1300 E. LAMBERT ROAD LA HABRA CA US 90632 
0000A8,STRATUS COMPUTER INC.,111 Powdermill Road Maynard MA US 01754 
0000DF,BELL & HOWELL PUB SYS DIV,OLD MANSFIELD ROAD WOOSTER OH US 44691-9050 
000062,BULL HN INFORMATION SYSTEMS,300 CONCORD ROAD M/S 864A BILLERICA MA US 01821 
0000AD,BRUKER INSTRUMENTS INC.,MANNING PARK BILLERICA MA US 01821 
0000D0,DEVELCON ELECTRONICS LTD.,856-51ST STREET EAST   CA  
000093,PROTEON INC.,4 TECH CIRCLE NATICK MA US 01760 
008008,DYNATECH COMPUTER SYSTEMS,280 BERNARDO AVENUE MOUNTAIN VIEW CA US 94039-7400 
0080FF,SOC. DE TELEINFORMATIQUE RTC,P.O. BOX 955 PLACE DU PARC CANADA H2W  2N1 
000070,HCL LIMITED,RESEARCH & DEVELOPMENT UNIT   IN  
00008E,"SOLBOURNE COMPUTER, INC.",1900 PIKE ROAD LONGMONT COLORADO US 80501 
0000DC,HAYES MICROCOMPUTER PRODUCTS,P.O. BOX 105203 ATLANTA GA US 30348 
000024,CONNECT AS,HOERKAER 7-9   DK  
008030,NEXUS ELECTRONICS,39 SPRINGFIELD ROAD  UNITED GB KINGDOM 
008022,SCAN-OPTICS,201 TECHNOLOGY DRIVE IRVINE CA US 92718 
000041,ICE CORPORATION,17945 SKYPARK CIRCLE IRVINE CA US 92714 
00001E,TELSIST INDUSTRIA ELECTRONICA,"RUA VILHENA DE MORAES, 380   BR  "
00807B,ARTEL COMMUNICATIONS CORP.,22 KANE INDUSTRIAL DRIVE HUDSON MA US 01749 
00802E,CASTLE ROCK COMPUTING,20837 BOYCE LANE SARATOGA CA US 95070-4806 
0080F9,HEURIKON CORPORATION,8310 EXCELSIOR DRIVE MADISON WI US 53717 
008005,CACTUS COMPUTER INC.,1120 METROCREST DRIVE CARROLLTON TX US 75006 
00801D,INTEGRATED INFERENCE MACHINES,1468 EAST KATELLA ANAHEIM CA US 92805 
008015,"SEIKO SYSTEMS, INC.","8,Nakase 1-chome,Mihama-ku   JP  "
008034,SMT GOUPIL,3 RUE DES ARCHIVES   FR  
0080C9,ALBERTA MICROELECTRONIC CENTRE,"318, 11315 - 87 AVENUE   CA  "
00800B,CSK CORPORATION,"18F MATSUSHITA IMP BLDG,  JAPAN JP 540 "
000016,DU PONT PIXEL SYSTEMS     .,MEADLAKE PLACE   GB ENGLAND 
00005C,TELEMATICS INTERNATIONAL INC.,1201 CYPRESS CREEK RD FT. LAUDERDALE FL US 33309 
0000AC,CONWARE COMPUTER CONSULTING,KILLISFELDSTRAßE 64   DE  
0000F2,SPIDER COMMUNICATIONS,7491 BRIAR ROAD   CA  
000030,VG LABORATORY SYSTEMS LTD,TRIBUNE AVENUE   GB ENGLAND 
000035,SPECTRAGRAPHICS CORPORATION,    OR SAN DIEGO CA US 92121 
020701,RACAL-DATACOM,LAN INTERNETWORKING DIVISION BOXBOROUGH MA US 01719 
080011,TEKTRONIX INC.,TECHNICAL STANDARDS BEAVERTON OR US 97077 
080040,FERRANTI COMPUTER SYS. LIMITED,WYTHENSHAWE DIVISION  UNITED GB KINGDOM 
08003B,TORUS SYSTEMS LIMITED,SCIENCE PARK  UNITED GB KINGDOM 
08003D,CADNETIX CORPORATIONS,5797 CENTRAL AVENUE BOULDER CO US 80301 
080039,SPIDER SYSTEMS LIMITED,SPIDER PARK   GB SCOTLAND 
080030,NETWORK RESEARCH CORPORATION,2380 N. ROSE AVENUE OXNARD CA US 93010 
00009B,"INFORMATION INTERNATIONAL, INC","5F., THE 7TH INDUSTRY BLDG.  JAPAN JP 150 "
00DD0F,UNGERMANN-BASS INC.,3900 FREEDOM CIRCLE SANTA CLARA CA US 95054 
000001,XEROX CORPORATION,M/S 105-50C WEBSTER NY US 14580 
080021,3M COMPANY,Telecom Division Austin TX US 78726-9000 
AA0004,DIGITAL EQUIPMENT CORPORATION,LKG 1-2/A19 LITTLETON MA US 01460-1289 
08000C,MIKLYN DEVELOPMENT CO.,3613 ANDOVER DIVE BEDFORD TX US 76021 
00DD08,UNGERMANN-BASS INC.,3900 FREEDOM CIRCLE SANTA CLARA CA US 95054 
0000A0,"SANYO Electric Co., Ltd.","5-5, Keihan-hondori 2-chome, Moriguchi City Osaka JP 570-8677 "
08007F,CARNEGIE-MELLON UNIVERSITY,INFORMATION TECHNOLOGY PITTSBURGE PA US 15213 
080082,VERITAS SOFTWARE,4800 GREAT AMERICA PARKWAY SANTA CLARA CA US 95054 
08007B,SANYO ELECTRIC CO. LTD.,1-18-13 HASHIRIDANI OSAKA 573 JP  
00DD0C,UNGERMANN-BASS INC.,3900 FREEDOM CIRCLE SANTA CLARA CA US 95054 
000005,XEROX CORPORATION,M/S 105-50C WEBSTER NY US 14580 
0000AA,XEROX CORPORATION,M/S 105-50C WEBSTER NY US 14580 
00406B,SYSGEN,556 GIBRALTAR DRIVE MILPITAS CA US 95035 
AA0001,DIGITAL EQUIPMENT CORPORATION,LKG 1-2/A19 LITTLETON MA US 01460-1289 
080001,COMPUTERVISION CORPORATION,14 CROSBY DRIVE MS 5-1 BEDFORD MA US 01730 
000053,COMPUCORP,2211 MICHIGAN AVENUE SANTA MONICA CA US 90404 
08004B,Planning Research Corp.,1508 Kennedy Drive Bellvue NE US 68005 
080003,ADVANCED COMPUTER COMM.,720 SANTA BARBARA ST. SANTA BARBARA CA US 93101 
080074,CASIO COMPUTER CO. LTD.,3-2-1 SAKAE-CHO  190-11 JP  
08005E,COUNTERPOINT COMPUTER INC.,2127 RINGWOOD AVENUE SAN JOSE CA US 95131 
08005A,IBM Corp,3039 E Cornwallis Road Research Triangle Park NC US 27709-2195 
080056,STANFORD LINEAR ACCEL. CENTER,2575 SANDHILL ROAD MENLO PARK CA US 94025 
080053,MIDDLE EAST TECH. UNIVERSITY,DEPARTMENT OF  ANKARA TR  
08004F,CYGNET SYSTEMS,2560 JUNCTION AVENUE SAN JOSE CA US 95134 
00194B,Sagemcom Broadband SAS,Le Ponnant de Paris CEDEX Paris FR 75512 
001F95,Sagemcom Broadband SAS,Le Ponnant de Paris CEDEX Paris FR 75512 
000E59,Sagemcom Broadband SAS,"2, rue du petit Albi CERGY SAINT CHRISTOPHE val d'Oise FR 95800 "
A01B29,Sagemcom Broadband SAS,250 route de l'Empereur Rueil Malmaison Cedex Hauts de Seine FR 92848 
90013B,Sagemcom Broadband SAS,250 route de l'Empereur Rueil Malmaison Cedex Hauts de Seine FR 92848 
00235A,"COMPAL INFORMATION (KUNSHAN) CO., LTD.","NO 25, The 3rd street, KuanShan SUZHOU CN 215300 "
001B38,"COMPAL INFORMATION (KUNSHAN) CO., LTD.","NO. 25, THE 3RD AVENUE KUNSHAN CITY SUZHOU PROVINCE CN 215300 "
E46F13,D-Link International,"1 Internal Business Park, #03-12,The Synergy, Singapore Singapore Singapore SG 609917 "
94C150,2Wire Inc,1764 Automation Parkway San Jose CA US 95131 
60FE20,2Wire Inc,1764 Automation ParkWay San Jose CA US 95131 
989096,Dell Inc.,One Dell Way Round Rock TX US 78682 
B82A72,Dell Inc.,One Dell Way Round Rock TX US 78682 
00D09E,2Wire Inc,694 TASMAN DRIVE MILPITAS CA US 95035 
000D72,2Wire Inc,1704 Automation Parkway San Jose CA US 95131 
000F1F,Dell Inc.,One Dell Way Round Rock TX US 78682 
14FEB5,Dell Inc.,One Dell Way Round Rock TX US 78682 
0015C5,Dell Inc.,One Dell Way Round Rock TX US 78682 
D4AE52,Dell Inc.,One Dell Way Round Rock TX US 78682 
B0E754,2Wire Inc,1764 Automation Parkway San Jose California US 95131 
B8E625,2Wire Inc,1764 Automation Parkway San Jose Ca US 95131 
549F35,Dell Inc.,One Dell Way Round Rock TX US 78682 
64006A,Dell Inc.,One Dell Way Round Rock TX US 78682 
B4E10F,Dell Inc.,One Dell Way Round Rock TX US 78682 
0023AE,Dell Inc.,"One Dell Way, MS RR5-45 Round Rock Texas US 78682 "
9CD917,"Motorola Mobility LLC, a Lenovo Company","222 Merchandise Mart Plaza, Suite 1800 Chicago IL US 60654 "
9068C3,"Motorola Mobility LLC, a Lenovo Company","222 Merchandise Mart Plaza, Suite 1800 Chicago IL US 60654 "
408805,"Motorola Mobility LLC, a Lenovo Company",222 West Merchandise Mart Plaza Chicago IL US 60654 
AC2B6E,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
F8F1B6,"Motorola Mobility LLC, a Lenovo Company",600 North US Highway 45 Libertyville IL US 60048 
00216A,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
001E64,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
0016EB,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
0018DE,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
681729,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
5C514F,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
B808CF,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
C8F733,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
4851B7,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
5CC5D4,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
7CCCB8,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
F40669,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
3CA9F4,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
28B2BD,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
08D40C,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
843A4B,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
0CD292,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
78929C,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
6805CA,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
ACA31E,Aruba Networks,1322 Crossman Ave. Sunnyvale CA US 94089 
9C1C12,Aruba Networks,1344 Crossman Ave. Sunnyvale CA US 94089 
001A1E,Aruba Networks,1322 Crossman Av Sunnyvale CA US 94089 
28C2DD,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd., New Taipei City Taiwan TW 231 "
84D47E,Aruba Networks,1322 Crossman Ave. Sunnyvale CA US 94089 
A85840,"Cambridge Industries(Group) Co.,Ltd.","5/F,Building 8, 2388 ChenHang Road, MinHang District shanghai  CN 201114 "
002243,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd., Xindian Taipei  TW 231 "
74F06D,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd., Xindian Taipei  TW 231 "
44D832,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd., Xindian Taipei  TW 231 "
781881,AzureWave Technology Inc.,"8F., No.94 Baozhong Rd., Xindian, Taipei  TW 23144 "
B0EE45,AzureWave Technology Inc.,"8F ., No.94, Baozhong Rd. , Xindian Dist.,  New Taipei City  US 231 "
240A64,AzureWave Technology Inc.,"9F.,No.92,Baozhong Rd Xindian NewTaipeiCity TW 231 "
D0E782,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd . New Taipei City Taiwan TW 231 "
0C4C39,MitraStar Technology Corp.,4F No.6 Innovation Road II Hsin-Chu  TW 300 
002423,AzureWave Technologies (Shanghai) Inc.,"NO. 8, LANE 66, CHENGBAO RD. SHANGHAI  CN 201801 "
A81D16,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd. New Taipei City Taiwan TW 231 "
38A53C,COMECER Netherlands,Madame Curieweg 1 Joure Friesland NL 8500 AC 
001D8B,ADB Broadband Italia,VIALE SARCA 222 MILANO  IT 20126 
A4526F,ADB Broadband Italia,via Sarca 222 Milano  IT 20126 
581243,AcSiP Technology Corp.,"3F., No.22, Dalin Rd., Taoyuan Taoyuan County TW 33067 "
0026B8,"Actiontec Electronics, Inc",760 North Mary Ave Sunnyvale CA US 94085 
0030F1,Accton Technology Corp,"No. 1, Creation Rd. IV Hsinchu  TW  "
001974,16063,"1F , No. 21, Yanfa 2nd Rd., SBIP Hsinchu City Hsinchu TW 300 "
ECF00E,AboCom,"1F , No. 21, Yanfa 2nd Rd., SBIP Hsinchu City  300  TW 886 "
3039F2,ADB Broadband Italia,VIALE SARCA 222  MILANO   IT 20126  
000827,ADB Broadband Italia,Viale Sarca 222  Milano IT 20126 
9097D5,Espressif Inc.,"Room 204, Building 2, 690 Bibo Road, Pudong New Area Shanghai Shanghai CN 201203 "
18FE34,Espressif Inc.,2966 Jin Ke Road  Shanghai CN 201203 
54F6C5,"FUJIAN STAR-NET COMMUNICATION CO.,LTD","19-22# Building, Star-net Science Plaza, Juyuanzhou, FUZHOU FUJIAN CN 350002 "
5C338E,Alpha Networks Inc.,"No.8 Li-shing Seventh Road,Science-based Hsinchu  TW 300 "
001AEB,Allied Telesis R&D Center K.K.,No.2 TOC Bldg. Shinagawa-ku Tokyo JP 141-0031 
A43111,ZIV,"Polígono Parque Tecnológico, 210 ZAMUDIO VIZCAYA ES 48170 "
5C93A2,Liteon Technology Corporation,"4F,90,Chien 1 Road, ChungHo, TaiPei Hsien TaiPei TaiWan TW 23585 "
E8C74F,Liteon Technology Corporation,"4F, No. 90, Chien 1 Road, New Taipei City Taiwan TW 23585 "
E8F724,Hewlett Packard Enterprise,8000 Foothills Blvd. Roseville CA US 95747 
701A04,Liteon Technology Corporation,4F 90 Chien 1 Rd.ChungHo Taipei  TW 23585 
48D224,Liteon Technology Corporation,"4F,90,Chien 1 Road,ChungHo New Taipei City Taipei TW 23585 "
2CD05A,Liteon Technology Corporation,"4F,90,Chien 1 Road,ChungHo New Taipei City Taipei TW 23585 "
74E543,Liteon Technology Corporation,"4F,90,Chien 1 Road,ChungHo New Taipei City Taipei TW 23585 "
A4DB30,Liteon Technology Corporation,"4F,90,Chien 1 Road,ChungHo,Taipei Hsien,Taiwan, TaiPei TaiWan TW 23585 "
B8EE65,Liteon Technology Corporation,"4F,90,Chien 1 Road,ChungHo,Taipei Hsien,Taiwan, TaiPei TaiWan TW 23585 "
001DBA,Sony Corporation,"Gotenyama Tec,5-1-12, Shinagawa-ku Tokyo JP 141-0001 "
000AD9,Sony Mobile Communications AB,Nya Vattentornet Lund  SE SE-221 88 
000FDE,Sony Mobile Communications AB,Nya Vattentornet Lund  SE SE-221 88 
001EDC,Sony Mobile Communications AB,Nya Vattentornet Lund SE SE 221 88 
001963,Sony Mobile Communications AB,Nya Vattentornet Lund  SE SE-221 88 
001B59,Sony Mobile Communications AB,Nya Vattentornet Lund SE SE 221 88 
78843C,Sony Corporation,"Gotenyama Tec,5-1-12, Shinagawa-ku Tokyo JP 141-0001 "
0023F1,Sony Mobile Communications AB,Nya Vattentornet Lund Skåne SE 22188 
3017C8,Sony Mobile Communications AB,Nya Vattentornet Lund SE SE 221 88 
18002D,Sony Mobile Communications AB,Nya Vattentornet  Lund SE SE 22188 
04E676,"AMPAK Technology, Inc.","No.1,Jen Ai Road Hsinchu  TW 30352 "
0022F4,"AMPAK Technology, Inc.","No. 8-1, Nanyuan 2nd Rd. Jhongli Taoyuan TW 320 "
080046,Sony Corporation,"Gotenyama Tec, 5-1-2 Kitashinagawa Tokyo  JP 141-0001 "
